video,file,label,original,frame,fold
asmpfjfzif,230_0.png,1,dzyuwjkjui,230,0
cmbzllswnl,30_0.png,0,cmbzllswnl,30,0
ellavthztb,50_0.png,0,ellavthztb,50,0
dbzpcjntve,120_0.png,1,ellavthztb,120,0
edyncaijwx,150_0.png,0,edyncaijwx,150,0
duycddgtrl,50_0.png,0,duycddgtrl,50,0
bvzjkezkms,250_0.png,1,ekcrtigpab,250,0
bxzakyopjf,70_0.png,0,bxzakyopjf,70,0
coadfnerlk,150_0.png,1,bwipwzzxxu,150,0
ehccixxzoe,270_0.png,0,ehccixxzoe,270,0
egghxjjmfg,40_0.png,0,egghxjjmfg,40,0
ekcrtigpab,50_0.png,0,ekcrtigpab,50,0
ehfiekigla,70_0.png,1,avmjormvsx,70,0
ehdkmxgtxh,160_0.png,1,bejhvclboh,160,0
cpjxareypw,40_0.png,0,cpjxareypw,40,0
eepezmygaq,270_0.png,1,abarnvbtwb,270,0
alaijyygdv,40_0.png,1,cppdvdejkc,40,0
efwfxwwlbw,240_0.png,0,efwfxwwlbw,240,0
bourlmzsio,240_0.png,1,bxzakyopjf,240,0
dakiztgtnw,120_0.png,0,dakiztgtnw,120,0
emfbhytfhc,20_0.png,1,cprhtltsjp,20,0
etmcruaihe,230_0.png,1,afoovlsmtx,230,0
ehtdtkmmli,220_0.png,0,ehtdtkmmli,220,0
caifxvsozs,180_1.png,0,caifxvsozs,180,0
cknyxaqouy,70_0.png,1,bwipwzzxxu,70,0
duycddgtrl,110_0.png,0,duycddgtrl,110,0
edyncaijwx,120_1.png,0,edyncaijwx,120,0
bejhvclboh,220_0.png,0,bejhvclboh,220,0
ehdkmxgtxh,220_1.png,1,bejhvclboh,220,0
btohlidmru,160_0.png,1,cyxlcuyznd,160,0
bulkxhhknf,170_0.png,0,bulkxhhknf,170,0
duycddgtrl,190_0.png,0,duycddgtrl,190,0
ellavthztb,30_0.png,0,ellavthztb,30,0
bvzjkezkms,10_0.png,1,ekcrtigpab,10,0
caifxvsozs,10_1.png,0,caifxvsozs,10,0
avmjormvsx,110_0.png,0,avmjormvsx,110,0
brwrlczjvi,80_0.png,0,brwrlczjvi,80,0
brwrlczjvi,180_0.png,0,brwrlczjvi,180,0
eckvhdusax,240_0.png,0,eckvhdusax,240,0
egghxjjmfg,230_0.png,0,egghxjjmfg,230,0
chtapglbcj,80_0.png,0,chtapglbcj,80,0
czfunozvwp,10_1.png,1,caifxvsozs,10,0
edyncaijwx,130_1.png,0,edyncaijwx,130,0
egghxjjmfg,220_0.png,0,egghxjjmfg,220,0
dbnygxtwek,110_0.png,0,dbnygxtwek,110,0
apatcsqejh,250_0.png,1,edyncaijwx,250,0
czfunozvwp,100_1.png,1,caifxvsozs,100,0
atkdltyyen,100_0.png,0,atkdltyyen,100,0
acqfdwsrhi,290_0.png,1,ccfoszqabv,290,0
eepezmygaq,280_0.png,1,abarnvbtwb,280,0
dnyvfblxpm,60_0.png,1,eckvhdusax,60,0
ebchwmwayp,130_0.png,1,ehccixxzoe,130,0
cdphtzqrvp,170_0.png,1,ehtdtkmmli,170,0
aytzyidmgs,0_0.png,0,aytzyidmgs,0,0
alaijyygdv,280_0.png,1,cppdvdejkc,280,0
dsdoseflas,150_0.png,1,dzyuwjkjui,150,0
ellavthztb,280_0.png,0,ellavthztb,280,0
blzydqdfem,60_0.png,1,dbtbbhakdv,60,0
dhevettufk,250_0.png,1,cppdvdejkc,250,0
bwipwzzxxu,280_0.png,0,bwipwzzxxu,280,0
bsqgziaylx,60_0.png,1,brwrlczjvi,60,0
curpwogllm,90_0.png,1,chtapglbcj,90,0
bbhtdfuqxq,290_0.png,1,cpjxareypw,290,0
apatcsqejh,10_0.png,1,edyncaijwx,10,0
cyxlcuyznd,240_0.png,0,cyxlcuyznd,240,0
cksanfsjhc,80_0.png,1,atkdltyyen,80,0
coadfnerlk,210_0.png,1,bwipwzzxxu,210,0
cknyxaqouy,40_0.png,1,bwipwzzxxu,40,0
chtapglbcj,230_0.png,0,chtapglbcj,230,0
dzvyfiarrq,170_0.png,1,bgwmmujlmc,170,0
dakiztgtnw,270_0.png,0,dakiztgtnw,270,0
efwfxwwlbw,290_0.png,0,efwfxwwlbw,290,0
atkdltyyen,110_0.png,0,atkdltyyen,110,0
etmcruaihe,120_0.png,1,afoovlsmtx,120,0
edyncaijwx,220_0.png,0,edyncaijwx,220,0
dkuayagnmc,40_0.png,0,dkuayagnmc,40,0
btmsngnqhv,250_0.png,1,crezycjqyk,250,0
brwrlczjvi,60_0.png,0,brwrlczjvi,60,0
cmbzllswnl,40_0.png,0,cmbzllswnl,40,0
awnwkrqibf,40_0.png,1,cprhtltsjp,40,0
ebchwmwayp,80_0.png,1,ehccixxzoe,80,0
asmpfjfzif,70_0.png,1,dzyuwjkjui,70,0
azsmewqghg,0_0.png,1,djxdyjopjd,0,0
bejhvclboh,280_0.png,0,bejhvclboh,280,0
drcyabprvt,30_0.png,0,drcyabprvt,30,0
caifxvsozs,290_1.png,0,caifxvsozs,290,0
bofqajtwve,90_0.png,1,dbtbbhakdv,90,0
eqjscdagiv,60_0.png,1,dbnygxtwek,60,0
ebchwmwayp,100_1.png,1,ehccixxzoe,100,0
dakiztgtnw,30_0.png,0,dakiztgtnw,30,0
caifxvsozs,270_1.png,0,caifxvsozs,270,0
cyxlcuyznd,270_0.png,0,cyxlcuyznd,270,0
dbnygxtwek,70_0.png,0,dbnygxtwek,70,0
bulkxhhknf,240_0.png,0,bulkxhhknf,240,0
alaijyygdv,270_0.png,1,cppdvdejkc,270,0
dgxrqjdomn,150_0.png,1,duycddgtrl,150,0
agqphdxmwt,0_0.png,1,aytzyidmgs,0,0
ehdkmxgtxh,70_0.png,1,bejhvclboh,70,0
bnjcdrfuov,170_0.png,1,ellavthztb,170,0
afoovlsmtx,260_0.png,0,afoovlsmtx,260,0
abarnvbtwb,200_0.png,0,abarnvbtwb,200,0
cdphtzqrvp,270_0.png,1,ehtdtkmmli,270,0
afoovlsmtx,240_0.png,0,afoovlsmtx,240,0
avnqydkqjj,210_0.png,1,efwfxwwlbw,210,0
agqphdxmwt,270_0.png,1,aytzyidmgs,270,0
avnqydkqjj,150_0.png,1,efwfxwwlbw,150,0
cxrfacemmq,170_0.png,1,dlpoieqvfb,170,0
cpjxareypw,270_0.png,0,cpjxareypw,270,0
chtapglbcj,100_0.png,0,chtapglbcj,100,0
cppdvdejkc,160_0.png,0,cppdvdejkc,160,0
czfunozvwp,230_0.png,1,caifxvsozs,230,0
emfbhytfhc,120_0.png,1,cprhtltsjp,120,0
asmpfjfzif,200_0.png,1,dzyuwjkjui,200,0
crezycjqyk,30_0.png,0,crezycjqyk,30,0
emaalmsonj,120_0.png,1,dzyuwjkjui,120,0
dzyuwjkjui,20_0.png,0,dzyuwjkjui,20,0
dzyuwjkjui,170_0.png,0,dzyuwjkjui,170,0
ehccixxzoe,270_1.png,0,ehccixxzoe,270,0
dnyvfblxpm,20_0.png,1,eckvhdusax,20,0
ehdkmxgtxh,230_0.png,1,bejhvclboh,230,0
ehfiekigla,290_0.png,1,avmjormvsx,290,0
bsqgziaylx,20_0.png,1,brwrlczjvi,20,0
chtapglbcj,170_0.png,0,chtapglbcj,170,0
bourlmzsio,150_0.png,1,bxzakyopjf,150,0
bdnaqemxmr,150_0.png,0,bdnaqemxmr,150,0
edyncaijwx,260_0.png,0,edyncaijwx,260,0
cdphtzqrvp,120_0.png,1,ehtdtkmmli,120,0
dnyvfblxpm,130_0.png,1,eckvhdusax,130,0
dfbpceeaox,280_0.png,1,bffwsjxghk,280,0
ajwpjhrbcv,190_0.png,1,bzythlfnhq,190,0
acqfdwsrhi,90_0.png,1,ccfoszqabv,90,0
egghxjjmfg,190_0.png,0,egghxjjmfg,190,0
ehccixxzoe,60_0.png,0,ehccixxzoe,60,0
eepezmygaq,0_0.png,1,abarnvbtwb,0,0
ahbweevwpv,170_0.png,1,dkuayagnmc,170,0
bofqajtwve,240_0.png,1,dbtbbhakdv,240,0
avmjormvsx,10_0.png,0,avmjormvsx,10,0
blzydqdfem,120_0.png,1,dbtbbhakdv,120,0
bpxckdzddv,50_0.png,1,cizlkenljw,50,0
avnqydkqjj,50_0.png,1,efwfxwwlbw,50,0
brwrlczjvi,160_0.png,0,brwrlczjvi,160,0
ehccixxzoe,130_0.png,0,ehccixxzoe,130,0
brwrlczjvi,190_0.png,0,brwrlczjvi,190,0
cmbzllswnl,60_0.png,0,cmbzllswnl,60,0
cizlkenljw,220_0.png,0,cizlkenljw,220,0
bqqpbzjgup,160_0.png,1,djxdyjopjd,160,0
ellavthztb,190_0.png,0,ellavthztb,190,0
cknyxaqouy,240_0.png,1,bwipwzzxxu,240,0
azsmewqghg,260_0.png,1,djxdyjopjd,260,0
avmjormvsx,210_0.png,0,avmjormvsx,210,0
ajwpjhrbcv,100_0.png,1,bzythlfnhq,100,0
ekcrtigpab,10_0.png,0,ekcrtigpab,10,0
eqvuznuwsa,250_0.png,1,cmbzllswnl,250,0
bsqgziaylx,150_0.png,1,brwrlczjvi,150,0
curpwogllm,110_0.png,1,chtapglbcj,110,0
dbnygxtwek,240_0.png,0,dbnygxtwek,240,0
bqqpbzjgup,250_0.png,1,djxdyjopjd,250,0
emfbhytfhc,90_0.png,1,cprhtltsjp,90,0
cmbzllswnl,280_0.png,0,cmbzllswnl,280,0
dhevettufk,240_0.png,1,cppdvdejkc,240,0
ehtdtkmmli,160_0.png,0,ehtdtkmmli,160,0
eckvhdusax,50_0.png,0,eckvhdusax,50,0
dgxrqjdomn,260_0.png,1,duycddgtrl,260,0
bpxckdzddv,260_0.png,1,cizlkenljw,260,0
duycddgtrl,180_0.png,0,duycddgtrl,180,0
cyxlcuyznd,190_0.png,0,cyxlcuyznd,190,0
cknyxaqouy,160_0.png,1,bwipwzzxxu,160,0
atkdltyyen,130_0.png,0,atkdltyyen,130,0
avmjormvsx,250_0.png,0,avmjormvsx,250,0
dsdoseflas,120_0.png,1,dzyuwjkjui,120,0
bulkxhhknf,90_0.png,0,bulkxhhknf,90,0
bejhvclboh,270_0.png,0,bejhvclboh,270,0
agqphdxmwt,110_0.png,1,aytzyidmgs,110,0
dkuayagnmc,200_0.png,0,dkuayagnmc,200,0
ekhacizpah,30_0.png,1,egghxjjmfg,30,0
brwrlczjvi,130_1.png,0,brwrlczjvi,130,0
bwipwzzxxu,10_0.png,0,bwipwzzxxu,10,0
efwfxwwlbw,0_0.png,0,efwfxwwlbw,0,0
dlpoieqvfb,290_0.png,0,dlpoieqvfb,290,0
eqjscdagiv,280_0.png,1,dbnygxtwek,280,0
bofqajtwve,10_0.png,1,dbtbbhakdv,10,0
dbnygxtwek,100_0.png,0,dbnygxtwek,100,0
dfbpceeaox,50_0.png,1,bffwsjxghk,50,0
cknyxaqouy,50_0.png,1,bwipwzzxxu,50,0
bulkxhhknf,110_0.png,0,bulkxhhknf,110,0
caifxvsozs,110_1.png,0,caifxvsozs,110,0
btohlidmru,150_0.png,1,cyxlcuyznd,150,0
bqqpbzjgup,40_0.png,1,djxdyjopjd,40,0
abarnvbtwb,240_0.png,0,abarnvbtwb,240,0
eckvhdusax,280_0.png,0,eckvhdusax,280,0
ahbweevwpv,90_0.png,1,dkuayagnmc,90,0
dtocdfbwca,210_0.png,1,dakiztgtnw,210,0
cknyxaqouy,120_0.png,1,bwipwzzxxu,120,0
caifxvsozs,10_0.png,0,caifxvsozs,10,0
ebchwmwayp,190_0.png,1,ehccixxzoe,190,0
ccfoszqabv,190_0.png,0,ccfoszqabv,190,0
cknyxaqouy,30_0.png,1,bwipwzzxxu,30,0
czfunozvwp,210_0.png,1,caifxvsozs,210,0
drcyabprvt,220_0.png,0,drcyabprvt,220,0
cppdvdejkc,230_0.png,0,cppdvdejkc,230,0
dtocdfbwca,60_0.png,1,dakiztgtnw,60,0
btohlidmru,130_0.png,1,cyxlcuyznd,130,0
bffwsjxghk,170_0.png,0,bffwsjxghk,170,0
bgwmmujlmc,150_0.png,0,bgwmmujlmc,150,0
afoovlsmtx,170_0.png,0,afoovlsmtx,170,0
coadfnerlk,170_0.png,1,bwipwzzxxu,170,0
bourlmzsio,270_0.png,1,bxzakyopjf,270,0
edyncaijwx,230_0.png,0,edyncaijwx,230,0
bsqgziaylx,170_1.png,1,brwrlczjvi,170,0
emaalmsonj,180_0.png,1,dzyuwjkjui,180,0
bqqpbzjgup,190_0.png,1,djxdyjopjd,190,0
etohcvnzbj,60_0.png,1,bdnaqemxmr,60,0
ebchwmwayp,260_0.png,1,ehccixxzoe,260,0
dzvyfiarrq,120_0.png,1,bgwmmujlmc,120,0
cmbzllswnl,140_0.png,0,cmbzllswnl,140,0
bnjcdrfuov,80_0.png,1,ellavthztb,80,0
ahbweevwpv,30_0.png,1,dkuayagnmc,30,0
bffwsjxghk,130_0.png,0,bffwsjxghk,130,0
brwrlczjvi,140_0.png,0,brwrlczjvi,140,0
cdphtzqrvp,90_0.png,1,ehtdtkmmli,90,0
etohcvnzbj,270_0.png,1,bdnaqemxmr,270,0
cdphtzqrvp,250_0.png,1,ehtdtkmmli,250,0
blzydqdfem,110_0.png,1,dbtbbhakdv,110,0
bwipwzzxxu,20_0.png,0,bwipwzzxxu,20,0
dbzpcjntve,90_0.png,1,ellavthztb,90,0
cyxlcuyznd,70_0.png,0,cyxlcuyznd,70,0
dgxrqjdomn,0_0.png,1,duycddgtrl,0,0
ccfoszqabv,240_0.png,0,ccfoszqabv,240,0
curpwogllm,150_0.png,1,chtapglbcj,150,0
apatcsqejh,270_1.png,1,edyncaijwx,270,0
brwrlczjvi,200_1.png,0,brwrlczjvi,200,0
bbhtdfuqxq,120_0.png,1,cpjxareypw,120,0
ehccixxzoe,0_1.png,0,ehccixxzoe,0,0
cyxlcuyznd,230_0.png,0,cyxlcuyznd,230,0
bvzjkezkms,280_0.png,1,ekcrtigpab,280,0
dbnygxtwek,190_0.png,0,dbnygxtwek,190,0
etohcvnzbj,110_0.png,1,bdnaqemxmr,110,0
avnqydkqjj,90_0.png,1,efwfxwwlbw,90,0
aorjvbyxhw,170_0.png,1,bulkxhhknf,170,0
bofqajtwve,20_0.png,1,dbtbbhakdv,20,0
ehccixxzoe,90_0.png,0,ehccixxzoe,90,0
etohcvnzbj,190_0.png,1,bdnaqemxmr,190,0
dbzpcjntve,140_0.png,1,ellavthztb,140,0
blzydqdfem,190_0.png,1,dbtbbhakdv,190,0
btmsngnqhv,270_0.png,1,crezycjqyk,270,0
ajwpjhrbcv,20_0.png,1,bzythlfnhq,20,0
cprhtltsjp,80_0.png,0,cprhtltsjp,80,0
apatcsqejh,190_0.png,1,edyncaijwx,190,0
bbhtdfuqxq,130_0.png,1,cpjxareypw,130,0
apatcsqejh,160_0.png,1,edyncaijwx,160,0
dgxrqjdomn,220_0.png,1,duycddgtrl,220,0
bofqajtwve,180_0.png,1,dbtbbhakdv,180,0
bvzjkezkms,260_0.png,1,ekcrtigpab,260,0
btmsngnqhv,70_0.png,1,crezycjqyk,70,0
emfbhytfhc,260_0.png,1,cprhtltsjp,260,0
ebchwmwayp,160_0.png,1,ehccixxzoe,160,0
dhkwmjxwrn,270_1.png,1,ehccixxzoe,270,0
eepezmygaq,30_0.png,1,abarnvbtwb,30,0
dkuayagnmc,70_0.png,0,dkuayagnmc,70,0
btmsngnqhv,280_0.png,1,crezycjqyk,280,0
bqqpbzjgup,80_0.png,1,djxdyjopjd,80,0
awnwkrqibf,100_0.png,1,cprhtltsjp,100,0
dbzpcjntve,10_0.png,1,ellavthztb,10,0
blzydqdfem,0_0.png,1,dbtbbhakdv,0,0
btjlfpzbdu,100_0.png,1,drcyabprvt,100,0
blzydqdfem,170_0.png,1,dbtbbhakdv,170,0
ehfiekigla,90_0.png,1,avmjormvsx,90,0
bxzakyopjf,100_0.png,0,bxzakyopjf,100,0
eckvhdusax,90_0.png,0,eckvhdusax,90,0
cxrfacemmq,230_0.png,1,dlpoieqvfb,230,0
bzythlfnhq,160_0.png,0,bzythlfnhq,160,0
emaalmsonj,30_0.png,1,dzyuwjkjui,30,0
ekhacizpah,140_0.png,1,egghxjjmfg,140,0
drtbksnpol,10_0.png,1,dzyuwjkjui,10,0
dzvyfiarrq,70_0.png,1,bgwmmujlmc,70,0
afoovlsmtx,280_0.png,0,afoovlsmtx,280,0
ekcrtigpab,230_0.png,0,ekcrtigpab,230,0
dhevettufk,0_0.png,1,cppdvdejkc,0,0
cknyxaqouy,220_0.png,1,bwipwzzxxu,220,0
brwrlczjvi,70_0.png,0,brwrlczjvi,70,0
dhkwmjxwrn,190_0.png,1,ehccixxzoe,190,0
ekhacizpah,190_0.png,1,egghxjjmfg,190,0
eqvuznuwsa,130_0.png,1,cmbzllswnl,130,0
bgwmmujlmc,20_0.png,0,bgwmmujlmc,20,0
asmpfjfzif,140_0.png,1,dzyuwjkjui,140,0
dakiztgtnw,230_0.png,0,dakiztgtnw,230,0
cppdvdejkc,20_0.png,0,cppdvdejkc,20,0
bxzakyopjf,110_0.png,0,bxzakyopjf,110,0
cmbzllswnl,170_0.png,0,cmbzllswnl,170,0
bzythlfnhq,90_0.png,0,bzythlfnhq,90,0
djxdyjopjd,220_0.png,0,djxdyjopjd,220,0
bxzakyopjf,130_0.png,0,bxzakyopjf,130,0
etmcruaihe,0_0.png,1,afoovlsmtx,0,0
emfbhytfhc,110_0.png,1,cprhtltsjp,110,0
dzvyfiarrq,180_0.png,1,bgwmmujlmc,180,0
cizlkenljw,170_0.png,0,cizlkenljw,170,0
bofqajtwve,0_0.png,1,dbtbbhakdv,0,0
ehfiekigla,260_0.png,1,avmjormvsx,260,0
cpjxareypw,110_0.png,0,cpjxareypw,110,0
bqqpbzjgup,220_0.png,1,djxdyjopjd,220,0
ebchwmwayp,270_1.png,1,ehccixxzoe,270,0
crezycjqyk,180_0.png,0,crezycjqyk,180,0
cdphtzqrvp,180_0.png,1,ehtdtkmmli,180,0
dtocdfbwca,200_0.png,1,dakiztgtnw,200,0
bsqgziaylx,70_1.png,1,brwrlczjvi,70,0
dbzpcjntve,200_0.png,1,ellavthztb,200,0
bgwmmujlmc,190_0.png,0,bgwmmujlmc,190,0
efwfxwwlbw,100_0.png,0,efwfxwwlbw,100,0
ekcrtigpab,280_0.png,0,ekcrtigpab,280,0
ellavthztb,10_0.png,0,ellavthztb,10,0
czfunozvwp,80_1.png,1,caifxvsozs,80,0
apatcsqejh,120_1.png,1,edyncaijwx,120,0
duycddgtrl,100_0.png,0,duycddgtrl,100,0
caifxvsozs,140_1.png,0,caifxvsozs,140,0
ellavthztb,70_0.png,0,ellavthztb,70,0
efwfxwwlbw,130_0.png,0,efwfxwwlbw,130,0
ebchwmwayp,120_0.png,1,ehccixxzoe,120,0
apatcsqejh,280_1.png,1,edyncaijwx,280,0
dhkwmjxwrn,100_0.png,1,ehccixxzoe,100,0
drcyabprvt,120_0.png,0,drcyabprvt,120,0
avmjormvsx,20_0.png,0,avmjormvsx,20,0
adylbeequz,160_0.png,1,dlpoieqvfb,160,0
bsqgziaylx,220_1.png,1,brwrlczjvi,220,0
bxzakyopjf,120_0.png,0,bxzakyopjf,120,0
dnyvfblxpm,270_0.png,1,eckvhdusax,270,0
drcyabprvt,210_0.png,0,drcyabprvt,210,0
ellavthztb,210_0.png,0,ellavthztb,210,0
bnjcdrfuov,110_0.png,1,ellavthztb,110,0
dgxrqjdomn,200_0.png,1,duycddgtrl,200,0
asmpfjfzif,110_0.png,1,dzyuwjkjui,110,0
ehtdtkmmli,260_0.png,0,ehtdtkmmli,260,0
atkdltyyen,60_0.png,0,atkdltyyen,60,0
caifxvsozs,220_1.png,0,caifxvsozs,220,0
edyncaijwx,170_1.png,0,edyncaijwx,170,0
dbtbbhakdv,50_0.png,0,dbtbbhakdv,50,0
ekhacizpah,290_0.png,1,egghxjjmfg,290,0
apatcsqejh,20_0.png,1,edyncaijwx,20,0
caifxvsozs,60_0.png,0,caifxvsozs,60,0
ehdkmxgtxh,140_0.png,1,bejhvclboh,140,0
aytzyidmgs,270_0.png,0,aytzyidmgs,270,0
agqphdxmwt,240_0.png,1,aytzyidmgs,240,0
apatcsqejh,240_1.png,1,edyncaijwx,240,0
awnwkrqibf,80_0.png,1,cprhtltsjp,80,0
dfbpceeaox,250_0.png,1,bffwsjxghk,250,0
asmpfjfzif,0_0.png,1,dzyuwjkjui,0,0
btmsngnqhv,220_0.png,1,crezycjqyk,220,0
bxzakyopjf,150_0.png,0,bxzakyopjf,150,0
bdnaqemxmr,80_0.png,0,bdnaqemxmr,80,0
brwrlczjvi,180_1.png,0,brwrlczjvi,180,0
bbhtdfuqxq,10_0.png,1,cpjxareypw,10,0
apatcsqejh,170_0.png,1,edyncaijwx,170,0
dfbpceeaox,270_0.png,1,bffwsjxghk,270,0
edyncaijwx,60_0.png,0,edyncaijwx,60,0
eqjscdagiv,30_0.png,1,dbnygxtwek,30,0
bxzakyopjf,260_0.png,0,bxzakyopjf,260,0
cyxlcuyznd,50_0.png,0,cyxlcuyznd,50,0
afoovlsmtx,230_0.png,0,afoovlsmtx,230,0
alaijyygdv,80_0.png,1,cppdvdejkc,80,0
alaijyygdv,10_0.png,1,cppdvdejkc,10,0
brwrlczjvi,210_1.png,0,brwrlczjvi,210,0
cppdvdejkc,290_0.png,0,cppdvdejkc,290,0
cprhtltsjp,180_0.png,0,cprhtltsjp,180,0
dnyvfblxpm,220_0.png,1,eckvhdusax,220,0
blzydqdfem,80_0.png,1,dbtbbhakdv,80,0
bourlmzsio,90_0.png,1,bxzakyopjf,90,0
dnyvfblxpm,120_0.png,1,eckvhdusax,120,0
dzyuwjkjui,90_0.png,0,dzyuwjkjui,90,0
dhkwmjxwrn,200_0.png,1,ehccixxzoe,200,0
ekcrtigpab,20_0.png,0,ekcrtigpab,20,0
agqphdxmwt,20_0.png,1,aytzyidmgs,20,0
cprhtltsjp,250_0.png,0,cprhtltsjp,250,0
bofqajtwve,50_0.png,1,dbtbbhakdv,50,0
btohlidmru,30_0.png,1,cyxlcuyznd,30,0
acqfdwsrhi,100_0.png,1,ccfoszqabv,100,0
ehtdtkmmli,130_0.png,0,ehtdtkmmli,130,0
egghxjjmfg,100_0.png,0,egghxjjmfg,100,0
dhkwmjxwrn,80_0.png,1,ehccixxzoe,80,0
cdphtzqrvp,190_0.png,1,ehtdtkmmli,190,0
bdnaqemxmr,30_0.png,0,bdnaqemxmr,30,0
eckvhdusax,220_0.png,0,eckvhdusax,220,0
btohlidmru,230_0.png,1,cyxlcuyznd,230,0
edyncaijwx,220_1.png,0,edyncaijwx,220,0
btjlfpzbdu,10_0.png,1,drcyabprvt,10,0
coadfnerlk,120_0.png,1,bwipwzzxxu,120,0
awnwkrqibf,200_0.png,1,cprhtltsjp,200,0
ekhacizpah,10_0.png,1,egghxjjmfg,10,0
btmsngnqhv,240_0.png,1,crezycjqyk,240,0
dbnygxtwek,130_0.png,0,dbnygxtwek,130,0
dfbpceeaox,30_0.png,1,bffwsjxghk,30,0
bsqgziaylx,150_1.png,1,brwrlczjvi,150,0
bulkxhhknf,80_0.png,0,bulkxhhknf,80,0
awnwkrqibf,130_0.png,1,cprhtltsjp,130,0
ekcrtigpab,80_0.png,0,ekcrtigpab,80,0
eckvhdusax,40_0.png,0,eckvhdusax,40,0
ehccixxzoe,0_0.png,0,ehccixxzoe,0,0
bourlmzsio,130_0.png,1,bxzakyopjf,130,0
ccfoszqabv,150_0.png,0,ccfoszqabv,150,0
bpxckdzddv,270_0.png,1,cizlkenljw,270,0
cksanfsjhc,230_0.png,1,atkdltyyen,230,0
btjlfpzbdu,140_0.png,1,drcyabprvt,140,0
emaalmsonj,110_0.png,1,dzyuwjkjui,110,0
curpwogllm,40_0.png,1,chtapglbcj,40,0
emaalmsonj,140_0.png,1,dzyuwjkjui,140,0
etohcvnzbj,290_0.png,1,bdnaqemxmr,290,0
drtbksnpol,20_0.png,1,dzyuwjkjui,20,0
cyxlcuyznd,200_0.png,0,cyxlcuyznd,200,0
awnwkrqibf,240_0.png,1,cprhtltsjp,240,0
dtocdfbwca,120_0.png,1,dakiztgtnw,120,0
ajwpjhrbcv,240_0.png,1,bzythlfnhq,240,0
ekcrtigpab,290_0.png,0,ekcrtigpab,290,0
ehtdtkmmli,100_0.png,0,ehtdtkmmli,100,0
dsdoseflas,30_0.png,1,dzyuwjkjui,30,0
dfbpceeaox,0_0.png,1,bffwsjxghk,0,0
dkuayagnmc,110_0.png,0,dkuayagnmc,110,0
caifxvsozs,170_1.png,0,caifxvsozs,170,0
bpxckdzddv,230_0.png,1,cizlkenljw,230,0
cxrfacemmq,40_0.png,1,dlpoieqvfb,40,0
etohcvnzbj,80_0.png,1,bdnaqemxmr,80,0
ehccixxzoe,180_0.png,0,ehccixxzoe,180,0
ehdkmxgtxh,90_0.png,1,bejhvclboh,90,0
apatcsqejh,280_0.png,1,edyncaijwx,280,0
efwfxwwlbw,270_0.png,0,efwfxwwlbw,270,0
dzyuwjkjui,220_0.png,0,dzyuwjkjui,220,0
bourlmzsio,180_0.png,1,bxzakyopjf,180,0
bulkxhhknf,290_0.png,0,bulkxhhknf,290,0
dhkwmjxwrn,260_1.png,1,ehccixxzoe,260,0
duycddgtrl,170_0.png,0,duycddgtrl,170,0
blzydqdfem,250_0.png,1,dbtbbhakdv,250,0
dhevettufk,80_0.png,1,cppdvdejkc,80,0
btjlfpzbdu,110_0.png,1,drcyabprvt,110,0
eqvuznuwsa,70_0.png,1,cmbzllswnl,70,0
bdnaqemxmr,120_0.png,0,bdnaqemxmr,120,0
adylbeequz,140_0.png,1,dlpoieqvfb,140,0
bbhtdfuqxq,160_0.png,1,cpjxareypw,160,0
cxrfacemmq,100_0.png,1,dlpoieqvfb,100,0
btohlidmru,210_0.png,1,cyxlcuyznd,210,0
bejhvclboh,260_0.png,0,bejhvclboh,260,0
bdnaqemxmr,40_0.png,0,bdnaqemxmr,40,0
bzythlfnhq,190_0.png,0,bzythlfnhq,190,0
bgwmmujlmc,200_0.png,0,bgwmmujlmc,200,0
bulkxhhknf,260_0.png,0,bulkxhhknf,260,0
ajwpjhrbcv,110_0.png,1,bzythlfnhq,110,0
cppdvdejkc,10_0.png,0,cppdvdejkc,10,0
avmjormvsx,100_0.png,0,avmjormvsx,100,0
bdnaqemxmr,10_0.png,0,bdnaqemxmr,10,0
cyxlcuyznd,160_0.png,0,cyxlcuyznd,160,0
ellavthztb,260_0.png,0,ellavthztb,260,0
dkuayagnmc,280_0.png,0,dkuayagnmc,280,0
czfunozvwp,0_0.png,1,caifxvsozs,0,0
bsqgziaylx,250_0.png,1,brwrlczjvi,250,0
edyncaijwx,120_0.png,0,edyncaijwx,120,0
bbhtdfuqxq,0_0.png,1,cpjxareypw,0,0
dzyuwjkjui,50_0.png,0,dzyuwjkjui,50,0
adylbeequz,10_0.png,1,dlpoieqvfb,10,0
dbnygxtwek,60_0.png,0,dbnygxtwek,60,0
cknyxaqouy,150_0.png,1,bwipwzzxxu,150,0
cksanfsjhc,140_0.png,1,atkdltyyen,140,0
ebchwmwayp,70_1.png,1,ehccixxzoe,70,0
chtapglbcj,280_0.png,0,chtapglbcj,280,0
djxdyjopjd,240_0.png,0,djxdyjopjd,240,0
apatcsqejh,250_1.png,1,edyncaijwx,250,0
dgxrqjdomn,100_0.png,1,duycddgtrl,100,0
dbzpcjntve,110_0.png,1,ellavthztb,110,0
bbhtdfuqxq,220_0.png,1,cpjxareypw,220,0
ehtdtkmmli,200_0.png,0,ehtdtkmmli,200,0
agqphdxmwt,50_0.png,1,aytzyidmgs,50,0
dbnygxtwek,30_0.png,0,dbnygxtwek,30,0
alaijyygdv,150_0.png,1,cppdvdejkc,150,0
cpjxareypw,120_0.png,0,cpjxareypw,120,0
